"","COUNTY_CODE","DISTRICT_CODE","SCHOOL_CODE","year","COUNTY_NAME","DISTRICT_NAME","SCHOOL_NAME","prfadv.math","prfadv.read"
"671",11,5390,65,2013,"CUMBERLAND","VINELAND CITY","ANTHONY ROSSI INTER. SCH ",66.7,61
"672",11,5390,65,2014,"CUMBERLAND","VINELAND CITY","ANTHONY ROSSI INTER. SCH ",70,62.6
"673",11,5390,90,2012,"CUMBERLAND","VINELAND CITY","CUNNINGHAM SCHOOL",NA,NA
"674",11,5390,260,2012,"CUMBERLAND","VINELAND CITY","WM. MENNIES ELEMENTARY",79.4,45.7
"675",11,5390,260,2013,"CUMBERLAND","VINELAND CITY","WM. MENNIES ELEMENTARY",77.3,50.3
"676",11,5390,260,2014,"CUMBERLAND","VINELAND CITY","WM. MENNIES ELEMENTARY",75.3,58.4
"677",11,5390,280,2012,"CUMBERLAND","VINELAND CITY","THOMAS WALLACE MIDDLE",62.3,54.3
"678",11,5390,280,2013,"CUMBERLAND","VINELAND CITY","THOMAS WALLACE MIDDLE",54.6,50.6
"679",11,5390,280,2014,"CUMBERLAND","VINELAND CITY","THOMAS WALLACE MIDDLE",62,53.3
"680",13,250,25,2012,"ESSEX     ","BELLEVILLE","BELLEVILLE MIDDLE        ",61.5,69
"681",13,250,25,2013,"ESSEX     ","BELLEVILLE","BELLEVILLE MIDDLE        ",57,67.5
"682",13,250,25,2014,"ESSEX     ","BELLEVILLE","BELLEVILLE MIDDLE        ",63.7,62.3
"683",13,250,55,2012,"ESSEX     ","BELLEVILLE","NUMBER 4                 ",81.7,60.2
"684",13,250,55,2013,"ESSEX     ","BELLEVILLE","NUMBER 4                 ",79.3,57.2
"685",13,250,55,2014,"ESSEX     ","BELLEVILLE","NUMBER 4                 ",67,64
"686",13,410,30,2012,"ESSEX     ","BLOOMFIELD TOWNSHIP","BLOOMFIELD MIDDLE        ",61.5,65.5
"687",13,410,30,2013,"ESSEX     ","BLOOMFIELD TOWNSHIP","BLOOMFIELD MIDDLE        ",65,72.5
"688",13,410,30,2014,"ESSEX     ","BLOOMFIELD TOWNSHIP","BLOOMFIELD MIDDLE        ",67,67
"689",13,660,60,2012,"ESSEX     ","CALDWELL-WEST CALDWELL","GROVER CLEVELAND MIDDLE  ",82,81.3
"690",13,660,60,2013,"ESSEX     ","CALDWELL-WEST CALDWELL","GROVER CLEVELAND MIDDLE  ",78.7,83.7
"691",13,660,60,2014,"ESSEX     ","CALDWELL-WEST CALDWELL","GROVER CLEVELAND MIDDLE  ",83,87.6
"692",13,760,58,2012,"ESSEX     ","CEDAR GROVE TOWNSHIP","CEDAR GROVE MEMORIAL MS  ",81.2,78.4
"693",13,760,58,2013,"ESSEX     ","CEDAR GROVE TOWNSHIP","CEDAR GROVE MEMORIAL MS  ",78.7,81.3
"694",13,760,58,2014,"ESSEX     ","CEDAR GROVE TOWNSHIP","CEDAR GROVE MEMORIAL MS  ",82.7,79.5
"695",13,1210,90,2012,"ESSEX     ","EAST ORANGE","WHITNEY E. HOUSTON ACAD  ",80,60.7
"696",13,1210,90,2013,"ESSEX     ","EAST ORANGE","WHITNEY E. HOUSTON ACAD  ",66.5,56.2
"697",13,1210,90,2014,"ESSEX     ","EAST ORANGE","WHITNEY E. HOUSTON ACAD  ",71.8,60.8
"698",13,1210,93,2012,"ESSEX     ","EAST ORANGE","BENJAMIN BANNEKER ACADEMY",71.8,55.2
"699",13,1210,93,2013,"ESSEX     ","EAST ORANGE","BENJAMIN BANNEKER ACADEMY",74.2,65.6
"700",13,1210,93,2014,"ESSEX     ","EAST ORANGE","BENJAMIN BANNEKER ACADEMY",62.7,65.8
"701",13,1210,120,2012,"ESSEX     ","EAST ORANGE","ECOLE T. LOVERTURE SCHOOL",61.6,48
"702",13,1210,120,2013,"ESSEX     ","EAST ORANGE","ECOLE T. LOVERTURE SCHOOL",60.3,31.3
"703",13,1210,120,2014,"ESSEX     ","EAST ORANGE","ECOLE T. LOVERTURE SCHOOL",47.7,33.3
"704",13,1210,135,2012,"ESSEX     ","EAST ORANGE","SOJOURNER TRUTH MIDDLE   ",39,28
"705",13,1210,135,2013,"ESSEX     ","EAST ORANGE","SOJOURNER TRUTH MIDDLE   ",20,27
"706",13,1210,135,2014,"ESSEX     ","EAST ORANGE","SOJOURNER TRUTH MIDDLE   ",35,47
"707",13,1210,150,2012,"ESSEX     ","EAST ORANGE","CICELY TYSON COM HS/MS",45,54.4
"708",13,1210,150,2013,"ESSEX     ","EAST ORANGE","CICELY TYSON COM HS/MS",47.3,57
"709",13,1210,150,2014,"ESSEX     ","EAST ORANGE","CICELY TYSON COM HS/MS",51.3,50.7
"710",13,1750,50,2012,"ESSEX     ","GLEN RIDGE","GLEN RIDGE HIGH          ",86,89
"711",13,1750,50,2013,"ESSEX     ","GLEN RIDGE","GLEN RIDGE HIGH          ",86,89
"712",13,1750,50,2014,"ESSEX     ","GLEN RIDGE","GLEN RIDGE HIGH          ",88,90.5
"713",13,2330,135,2012,"ESSEX     ","IRVINGTON TOWNSHIP","UNIVERSITY MIDDLE SCHOOL ",30,28
"714",13,2330,135,2013,"ESSEX     ","IRVINGTON TOWNSHIP","UNIVERSITY MIDDLE SCHOOL ",36.3,31.3
"715",13,2330,135,2014,"ESSEX     ","IRVINGTON TOWNSHIP","UNIVERSITY MIDDLE SCHOOL ",31.6,35
"716",13,2330,140,2012,"ESSEX     ","IRVINGTON TOWNSHIP","UNION AVE                ",46,42.6
"717",13,2330,140,2013,"ESSEX     ","IRVINGTON TOWNSHIP","UNION AVE                ",44.7,44
"718",13,2330,140,2014,"ESSEX     ","IRVINGTON TOWNSHIP","UNION AVE                ",39.7,36.4
"719",13,2730,55,2012,"ESSEX     ","LIVINGSTON TOWNSHIP","HERITAGE MIDDLE SCH      ",87,91
"720",13,2730,55,2013,"ESSEX     ","LIVINGSTON TOWNSHIP","HERITAGE MIDDLE SCH      ",87.5,91.5
"721",13,2730,55,2014,"ESSEX     ","LIVINGSTON TOWNSHIP","HERITAGE MIDDLE SCH      ",89.5,94
"722",13,3190,60,2012,"ESSEX     ","MILLBURN TOWNSHIP","MILLBURN MIDDLE SCHOOL   ",92.3,92.3
"723",13,3190,60,2013,"ESSEX     ","MILLBURN TOWNSHIP","MILLBURN MIDDLE SCHOOL   ",91.7,93.7
"724",13,3190,60,2014,"ESSEX     ","MILLBURN TOWNSHIP","MILLBURN MIDDLE SCHOOL   ",91.6,92.3
"725",13,3190,65,2012,"ESSEX     ","MILLBURN TOWNSHIP","DEERFIELD                ",96.3,87.3
"726",13,3190,65,2013,"ESSEX     ","MILLBURN TOWNSHIP","DEERFIELD                ",97.3,90.3
"727",13,3190,65,2014,"ESSEX     ","MILLBURN TOWNSHIP","DEERFIELD                ",96.7,94
"728",13,3310,116,2012,"ESSEX     ","MONTCLAIR","GLENFIELD MIDDLE         ",81,82.7
"729",13,3310,116,2013,"ESSEX     ","MONTCLAIR","GLENFIELD MIDDLE         ",81,84.7
"730",13,3310,116,2014,"ESSEX     ","MONTCLAIR","GLENFIELD MIDDLE         ",85.7,84.3
"731",13,3310,127,2012,"ESSEX     ","MONTCLAIR","MT HEBRON MIDDLE SCHOOL  ",73.7,72
"732",13,3310,127,2013,"ESSEX     ","MONTCLAIR","MT HEBRON MIDDLE SCHOOL  ",68.7,71
"733",13,3310,127,2014,"ESSEX     ","MONTCLAIR","MT HEBRON MIDDLE SCHOOL  ",77,78
"734",13,3310,165,2012,"ESSEX     ","MONTCLAIR","RENAISSANCE MIDDLE SCH   ",77.4,81.7
"735",13,3310,165,2013,"ESSEX     ","MONTCLAIR","RENAISSANCE MIDDLE SCH   ",79.3,81.7
"736",13,3310,165,2014,"ESSEX     ","MONTCLAIR","RENAISSANCE MIDDLE SCH   ",83.3,85
"737",13,3570,10,2012,"ESSEX     ","NEWARK","ARTS H.S. ",16,29
"738",13,3570,10,2013,"ESSEX     ","NEWARK","ARTS H.S. ",21.5,43.5
"739",13,3570,10,2014,"ESSEX     ","NEWARK","ARTS H.S. ",20,74
"740",13,3570,55,2012,"ESSEX     ","NEWARK","SCIENCE HIGH SCHOOL",95,91.5
"741",13,3570,55,2013,"ESSEX     ","NEWARK","SCIENCE HIGH SCHOOL",98.5,99
"742",13,3570,55,2014,"ESSEX     ","NEWARK","SCIENCE HIGH SCHOOL",100,100
"743",13,3570,57,2012,"ESSEX     ","NEWARK","UNIVERSITY HIGH          ",65.5,73.5
"744",13,3570,57,2013,"ESSEX     ","NEWARK","UNIVERSITY HIGH          ",61.5,73
"745",13,3570,57,2014,"ESSEX     ","NEWARK","UNIVERSITY HIGH          ",77,91
"746",13,3570,170,2012,"ESSEX     ","NEWARK","ABINGTON AVE             ",60.5,44
"747",13,3570,170,2013,"ESSEX     ","NEWARK","ABINGTON AVE             ",59.2,48
"748",13,3570,170,2014,"ESSEX     ","NEWARK","ABINGTON AVE             ",59.9,47.4
"749",13,3570,180,2012,"ESSEX     ","NEWARK","ALEXANDER ST             ",40.7,36.4
"750",13,3570,180,2013,"ESSEX     ","NEWARK","ALEXANDER ST             ",30.2,27.8
"751",13,3570,200,2012,"ESSEX     ","NEWARK","ANN ST                   ",89.5,72.8
"752",13,3570,200,2013,"ESSEX     ","NEWARK","ANN ST                   ",80.6,68.5
"753",13,3570,200,2014,"ESSEX     ","NEWARK","ANN ST                   ",77,60.7
"754",13,3570,220,2012,"ESSEX     ","NEWARK","AVON AVE                 ",47.6,30
"755",13,3570,220,2013,"ESSEX     ","NEWARK","AVON AVE                 ",41.2,23.3
"756",13,3570,220,2014,"ESSEX     ","NEWARK","AVON AVE                 ",43.3,27.3
"757",13,3570,225,2012,"ESSEX     ","NEWARK","BELMONT RUNYON           ",35.6,20.7
"758",13,3570,225,2013,"ESSEX     ","NEWARK","BELMONT RUNYON           ",36.2,21.8
"759",13,3570,225,2014,"ESSEX     ","NEWARK","BELMONT RUNYON           ",22,22.4
"760",13,3570,250,2012,"ESSEX     ","NEWARK","BRAGAW AVE               ",43.8,35.6
"761",13,3570,250,2013,"ESSEX     ","NEWARK","BRAGAW AVE               ",45,26.8
"762",13,3570,270,2012,"ESSEX     ","NEWARK","BRANCH BROOK H. ",86.5,79
"763",13,3570,270,2013,"ESSEX     ","NEWARK","BRANCH BROOK H. ",85,77
"764",13,3570,270,2014,"ESSEX     ","NEWARK","BRANCH BROOK H. ",85,78
"765",13,3570,301,2012,"ESSEX     ","NEWARK","LUIS MUNOZ MARIN ELEMENTARY",46.5,33.7
"766",13,3570,301,2013,"ESSEX     ","NEWARK","LUIS MUNOZ MARIN ELEMENTARY",48,36.8
"767",13,3570,301,2014,"ESSEX     ","NEWARK","LUIS MUNOZ MARIN ELEMENTARY",38.7,30.5
"768",13,3570,309,2013,"ESSEX     ","NEWARK","NEWARK EARLY COLLEGE",51,65
"769",13,3570,309,2014,"ESSEX     ","NEWARK","NEWARK EARLY COLLEGE",77.5,21.7
"770",13,3570,310,2012,"ESSEX     ","NEWARK","CAMDEN STREET E.S. ",32.2,28.9
"771",13,3570,310,2013,"ESSEX     ","NEWARK","CAMDEN STREET E.S. ",29.4,27.8
"772",13,3570,310,2014,"ESSEX     ","NEWARK","CAMDEN STREET E.S. ",29.7,35.4
"773",13,3570,330,2012,"ESSEX     ","NEWARK","CHANCELLOR AVE           ",47.7,20.2
"774",13,3570,330,2013,"ESSEX     ","NEWARK","CHANCELLOR AVE           ",32.8,21
"775",13,3570,330,2014,"ESSEX     ","NEWARK","CHANCELLOR AVE           ",37.4,36.8
"776",13,3570,350,2012,"ESSEX     ","NEWARK","CLEVELAND                ",47.6,27.2
"777",13,3570,350,2013,"ESSEX     ","NEWARK","CLEVELAND                ",37.2,23.6
"778",13,3570,350,2014,"ESSEX     ","NEWARK","CLEVELAND                ",27.6,18
"779",13,3570,370,2012,"ESSEX     ","NEWARK","DAYTON ST                ",34,24.4
"780",13,3570,370,2013,"ESSEX     ","NEWARK","DAYTON ST                ",34,27.4
"781",13,3570,370,2014,"ESSEX     ","NEWARK","DAYTON ST                ",37,35.5
"782",13,3570,390,2012,"ESSEX     ","NEWARK","ELLIOTT STREET E.S. ",50.5,42
"783",13,3570,390,2013,"ESSEX     ","NEWARK","ELLIOTT STREET E.S. ",45,44.5
"784",13,3570,390,2014,"ESSEX     ","NEWARK","ELLIOTT STREET E.S. ",65.5,54
"785",13,3570,410,2012,"ESSEX     ","NEWARK","FIRST AVENUE             ",66.2,57.7
"786",13,3570,410,2013,"ESSEX     ","NEWARK","FIRST AVENUE             ",68.8,55.1
"787",13,3570,410,2014,"ESSEX     ","NEWARK","FIRST AVENUE             ",70.6,27.5
"788",13,3570,415,2012,"ESSEX     ","NEWARK","DR E ALMA FLAGG          ",43.5,33.8
"789",13,3570,415,2013,"ESSEX     ","NEWARK","DR E ALMA FLAGG          ",44.3,22.4
"790",13,3570,415,2014,"ESSEX     ","NEWARK","DR E ALMA FLAGG          ",34,72
"791",13,3570,435,2012,"ESSEX     ","NEWARK","GEORGE WASHINGTON CARVER ",30.2,22.7
"792",13,3570,435,2013,"ESSEX     ","NEWARK","GEORGE WASHINGTON CARVER ",26.8,24.4
"793",13,3570,435,2014,"ESSEX     ","NEWARK","GEORGE WASHINGTON CARVER ",25.2,28
"794",13,3570,440,2012,"ESSEX     ","NEWARK","DR WILLIAM H HORTON      ",40.5,27.9
"795",13,3570,440,2013,"ESSEX     ","NEWARK","DR WILLIAM H HORTON      ",39.6,22.6
"796",13,3570,440,2014,"ESSEX     ","NEWARK","DR WILLIAM H HORTON      ",29,53.7
"797",13,3570,460,2012,"ESSEX     ","NEWARK","HAWKINS ST               ",38.4,29
"798",13,3570,460,2013,"ESSEX     ","NEWARK","HAWKINS ST               ",32.8,27.8
"799",13,3570,460,2014,"ESSEX     ","NEWARK","HAWKINS ST               ",34.3,28.6
"800",13,3570,470,2012,"ESSEX     ","NEWARK","HAWTHORNE AVE            ",39.3,32.7
"801",13,3570,470,2013,"ESSEX     ","NEWARK","HAWTHORNE AVE            ",52.5,24.3
"802",13,3570,470,2014,"ESSEX     ","NEWARK","HAWTHORNE AVE            ",38.7,65.5
"803",13,3570,480,2012,"ESSEX     ","NEWARK","LAFAYETTE ST             ",81.8,66.9
"804",13,3570,480,2013,"ESSEX     ","NEWARK","LAFAYETTE ST             ",78.5,60.4
"805",13,3570,480,2014,"ESSEX     ","NEWARK","LAFAYETTE ST             ",78.9,40.5
"806",13,3570,490,2012,"ESSEX     ","NEWARK","LINCOLN                  ",39.3,43.5
"807",13,3570,490,2013,"ESSEX     ","NEWARK","LINCOLN                  ",39.4,45.3
"808",13,3570,490,2014,"ESSEX     ","NEWARK","LINCOLN                  ",38.7,30.9
"809",13,3570,495,2012,"ESSEX     ","NEWARK","LOUISE A. SPENCER        ",39.5,24.6
"810",13,3570,495,2013,"ESSEX     ","NEWARK","LOUISE A. SPENCER        ",24.9,17.8
"811",13,3570,495,2014,"ESSEX     ","NEWARK","LOUISE A. SPENCER        ",18.7,16.3
"812",13,3570,510,2012,"ESSEX     ","NEWARK","MAPLE AVE SCHOOL         ",38.5,37.7
"813",13,3570,510,2013,"ESSEX     ","NEWARK","MAPLE AVE SCHOOL         ",44.2,33.3
"814",13,3570,520,2012,"ESSEX     ","NEWARK","MCKINLEY                 ",48.8,33.2
"815",13,3570,520,2013,"ESSEX     ","NEWARK","MCKINLEY                 ",40.8,35
"816",13,3570,520,2014,"ESSEX     ","NEWARK","MCKINLEY                 ",47.1,51
"817",13,3570,530,2012,"ESSEX     ","NEWARK","MILLER ST                ",67.1,35.8
"818",13,3570,530,2013,"ESSEX     ","NEWARK","MILLER ST                ",56.2,36
"819",13,3570,530,2014,"ESSEX     ","NEWARK","MILLER ST                ",44.8,39.2
"820",13,3570,565,2012,"ESSEX     ","NEWARK","IVY HILL ELEMENTARY",45.6,38
"821",13,3570,565,2013,"ESSEX     ","NEWARK","IVY HILL ELEMENTARY",50.5,45.6
"822",13,3570,565,2014,"ESSEX     ","NEWARK","IVY HILL ELEMENTARY",47.6,61.3
"823",13,3570,570,2012,"ESSEX     ","NEWARK","MT VERNON                ",66.8,60.5
"824",13,3570,570,2013,"ESSEX     ","NEWARK","MT VERNON                ",68.9,63
"825",13,3570,570,2014,"ESSEX     ","NEWARK","MT VERNON                ",70.8,31.7
"826",13,3570,575,2012,"ESSEX     ","NEWARK","RAFAEL HERNANDEZ SCHOOL  ",41.8,26.5
"827",13,3570,575,2013,"ESSEX     ","NEWARK","RAFAEL HERNANDEZ SCHOOL  ",39.8,30.4
"828",13,3570,575,2014,"ESSEX     ","NEWARK","RAFAEL HERNANDEZ SCHOOL  ",42,38
"829",13,3570,580,2012,"ESSEX     ","NEWARK","NEWTON ST                ",39.7,20.4
"830",13,3570,580,2013,"ESSEX     ","NEWARK","NEWTON ST                ",39.4,56.7
"831",13,3570,581,2012,"ESSEX     ","NEWARK","NEW PARK SCHOOL",72.5,54.8
"832",13,3570,581,2013,"ESSEX     ","NEWARK","NEW PARK SCHOOL",74.4,57.9
"833",13,3570,581,2014,"ESSEX     ","NEWARK","NEW PARK SCHOOL",68,63
"834",13,3570,590,2012,"ESSEX     ","NEWARK","OLIVER ST                ",80.3,64.5
"835",13,3570,590,2013,"ESSEX     ","NEWARK","OLIVER ST                ",76.3,52.3
"836",13,3570,590,2014,"ESSEX     ","NEWARK","OLIVER ST                ",72.7,21.4
"837",13,3570,605,2012,"ESSEX     ","NEWARK","QUITMAN COMMUNITY SCHOOL ",36.2,30.7
"838",13,3570,605,2013,"ESSEX     ","NEWARK","QUITMAN COMMUNITY SCHOOL ",30.2,22.3
"839",13,3570,605,2014,"ESSEX     ","NEWARK","QUITMAN COMMUNITY SCHOOL ",27.5,68.2
"840",13,3570,610,2012,"ESSEX     ","NEWARK","RIDGE ST                 ",74.7,70.3
"841",13,3570,610,2013,"ESSEX     ","NEWARK","RIDGE ST                 ",73,65.4
"842",13,3570,610,2014,"ESSEX     ","NEWARK","RIDGE ST                 ",61.5,37
"843",13,3570,670,2012,"ESSEX     ","NEWARK","SOUTH SEVENTEENTH ST     ",55.2,36.2
"844",13,3570,670,2013,"ESSEX     ","NEWARK","SOUTH SEVENTEENTH ST     ",46.5,27
"845",13,3570,670,2014,"ESSEX     ","NEWARK","SOUTH SEVENTEENTH ST     ",43.5,18.2
"846",13,3570,690,2012,"ESSEX     ","NEWARK","SPEEDWAY AVENUE E.S. ",20.2,30.7
"847",13,3570,690,2013,"ESSEX     ","NEWARK","SPEEDWAY AVENUE E.S. ",26,24.8
"848",13,3570,690,2014,"ESSEX     ","NEWARK","SPEEDWAY AVENUE E.S. ",26.8,34
"849",13,3570,710,2012,"ESSEX     ","NEWARK","SUSSEX AVE               ",43.7,24.4
"850",13,3570,710,2013,"ESSEX     ","NEWARK","SUSSEX AVE               ",37.4,27.2
"851",13,3570,710,2014,"ESSEX     ","NEWARK","SUSSEX AVE               ",47.2,21.4
"852",13,3570,715,2012,"ESSEX     ","NEWARK","THIRTEENTH AVE           ",23.8,18
"853",13,3570,715,2013,"ESSEX     ","NEWARK","THIRTEENTH AVE           ",18.7,18.6
"854",13,3570,715,2014,"ESSEX     ","NEWARK","THIRTEENTH AVE           ",20.1,55.8
"855",13,3570,750,2012,"ESSEX     ","NEWARK","WILSON AVE               ",79.6,53.2
"856",13,3570,750,2013,"ESSEX     ","NEWARK","WILSON AVE               ",75.5,53.5
"857",13,3570,750,2014,"ESSEX     ","NEWARK","WILSON AVE               ",72.4,90
"858",13,3750,60,2012,"ESSEX     ","NUTLEY","JOHN H WALKER MIDDLE SCHOOL   ",79.5,78
"859",13,3750,60,2013,"ESSEX     ","NUTLEY","JOHN H WALKER MIDDLE SCHOOL   ",71,78.5
"860",13,3750,60,2014,"ESSEX     ","NUTLEY","JOHN H WALKER MIDDLE SCHOOL   ",67.5,59.3
"861",13,3880,115,2012,"ESSEX     ","ORANGE TOWNSHIP, CITY OF","ORANGE MIDDLE            ",44,58
"862",13,3880,115,2013,"ESSEX     ","ORANGE TOWNSHIP, CITY OF","ORANGE MIDDLE            ",33,58
"863",13,3880,115,2014,"ESSEX     ","ORANGE TOWNSHIP, CITY OF","ORANGE MIDDLE            ",37,51.2
"864",13,4900,40,2012,"ESSEX     ","SOUTH ORANGE-MAPLEWOOD","MAPLEWOOD MIDDLE         ",80.3,82
"865",13,4900,40,2013,"ESSEX     ","SOUTH ORANGE-MAPLEWOOD","MAPLEWOOD MIDDLE         ",78.3,82
"866",13,4900,40,2014,"ESSEX     ","SOUTH ORANGE-MAPLEWOOD","MAPLEWOOD MIDDLE         ",82.7,84.7
"867",13,4900,50,2012,"ESSEX     ","SOUTH ORANGE-MAPLEWOOD","SOUTH ORANGE MIDDLE      ",84.7,85
"868",13,4900,50,2013,"ESSEX     ","SOUTH ORANGE-MAPLEWOOD","SOUTH ORANGE MIDDLE      ",83.7,84
"869",13,4900,50,2014,"ESSEX     ","SOUTH ORANGE-MAPLEWOOD","SOUTH ORANGE MIDDLE      ",84.7,72
"870",13,5370,95,2012,"ESSEX     ","VERONA","HENRY B WHITEHORNE MIDDLE",88,85.7
"871",13,5370,95,2013,"ESSEX     ","VERONA","HENRY B WHITEHORNE MIDDLE",88,88.7
"872",13,5370,95,2014,"ESSEX     ","VERONA","HENRY B WHITEHORNE MIDDLE",88.8,79
"873",13,5630,70,2012,"ESSEX     ","WEST ESSEX REGIONAL","WEST ESSEX JR. HIGH      ",93,88
"874",13,5630,70,2013,"ESSEX     ","WEST ESSEX REGIONAL","WEST ESSEX JR. HIGH      ",81,87
"875",13,5630,70,2014,"ESSEX     ","WEST ESSEX REGIONAL","WEST ESSEX JR. HIGH      ",87.5,60
"876",13,5680,90,2012,"ESSEX     ","WEST ORANGE","ROOSEVELT MIDDLE         ",61,75
"877",13,5680,90,2013,"ESSEX     ","WEST ORANGE","ROOSEVELT MIDDLE         ",59.5,73
"878",13,5680,90,2014,"ESSEX     ","WEST ORANGE","ROOSEVELT MIDDLE         ",68,81.7
"879",13,5680,135,2012,"ESSEX     ","WEST ORANGE","LIBERTY MIDDLE",57.5,75
"880",13,5680,135,2013,"ESSEX     ","WEST ORANGE","LIBERTY MIDDLE",58,74.5
"881",13,5680,135,2014,"ESSEX     ","WEST ORANGE","LIBERTY MIDDLE",69.5,78.7
"882",15,860,45,2012,"GLOUCESTER","CLAYTON","CLAYTON MIDDLE           ",63,66.4
"883",15,860,45,2013,"GLOUCESTER","CLAYTON","CLAYTON MIDDLE           ",66,63.7
"884",15,860,45,2014,"GLOUCESTER","CLAYTON","CLAYTON MIDDLE           ",71.7,77
"885",15,870,30,2012,"GLOUCESTER","CLEARVIEW REGIONAL","CLEARVIEW REG MIDDLE SCH ",73.5,89
"886",15,870,30,2013,"GLOUCESTER","CLEARVIEW REGIONAL","CLEARVIEW REG MIDDLE SCH ",73,81
"887",15,870,30,2014,"GLOUCESTER","CLEARVIEW REGIONAL","CLEARVIEW REG MIDDLE SCH ",75.5,78
"888",15,1100,45,2012,"GLOUCESTER","DEPTFORD TOWNSHIP","MONONGAHELA MIDDLE SCHOOL",75.5,75
"889",15,1100,45,2013,"GLOUCESTER","DEPTFORD TOWNSHIP","MONONGAHELA MIDDLE SCHOOL",73,68
"890",15,1100,45,2014,"GLOUCESTER","DEPTFORD TOWNSHIP","MONONGAHELA MIDDLE SCHOOL",76,62.8
"891",15,1100,90,2012,"GLOUCESTER","DEPTFORD TOWNSHIP","GOOD INTENT              ",76,55.6
"892",15,1100,90,2013,"GLOUCESTER","DEPTFORD TOWNSHIP","GOOD INTENT              ",75.2,56.2
"893",15,1100,90,2014,"GLOUCESTER","DEPTFORD TOWNSHIP","GOOD INTENT              ",75.5,64.7
"894",15,1715,50,2012,"GLOUCESTER","GATEWAY REGIONAL","GATEWAY REG HIGH SCHOOL  ",69.5,66.5
"895",15,1715,50,2013,"GLOUCESTER","GATEWAY REGIONAL","GATEWAY REG HIGH SCHOOL  ",65,65.5
"896",15,1715,50,2014,"GLOUCESTER","GATEWAY REGIONAL","GATEWAY REG HIGH SCHOOL  ",65.5,54
"897",15,1730,78,2012,"GLOUCESTER","GLASSBORO","GLASSBORO INTERMEDIATE   ",51,71
"898",15,1730,78,2013,"GLOUCESTER","GLASSBORO","GLASSBORO INTERMEDIATE   ",60,71
"899",15,1730,78,2014,"GLOUCESTER","GLASSBORO","GLASSBORO INTERMEDIATE   ",70,43.7
"900",15,1730,90,2012,"GLOUCESTER","GLASSBORO","THOMAS E BOWE            ",70,43.3
"901",15,1730,90,2013,"GLOUCESTER","GLASSBORO","THOMAS E BOWE            ",72.6,48.4
"902",15,1730,90,2014,"GLOUCESTER","GLASSBORO","THOMAS E BOWE            ",72.3,45
"903",15,1830,60,2012,"GLOUCESTER","GREENWICH TWP","NEHAUNSEY MIDDLE SCHOOL  ",84,71.4
"904",15,1830,60,2013,"GLOUCESTER","GREENWICH TWP","NEHAUNSEY MIDDLE SCHOOL  ",77.2,71.2
"905",15,1830,60,2014,"GLOUCESTER","GREENWICH TWP","NEHAUNSEY MIDDLE SCHOOL  ",79.7,76
"906",15,2440,60,2012,"GLOUCESTER","KINGSWAY REGIONAL HIGH","KINGSWAY REG MIDDLE      ",73,85
"907",15,2440,60,2013,"GLOUCESTER","KINGSWAY REGIONAL HIGH","KINGSWAY REG MIDDLE      ",72,83
"908",15,2440,60,2014,"GLOUCESTER","KINGSWAY REGIONAL HIGH","KINGSWAY REG MIDDLE      ",77.5,69.2
"909",15,2750,300,2013,"GLOUCESTER","LOGAN TWP","LOGAN MIDDLE SCHOOL",71,72.6
"910",15,2750,300,2014,"GLOUCESTER","LOGAN TWP","LOGAN MIDDLE SCHOOL",67.6,87
"911",15,3280,110,2012,"GLOUCESTER","MONROE TOWNSHIP (GLOUCESTER)","WILLIAMSTOWN MIDDLE SCH  ",73.8,66.5
"912",15,3280,110,2013,"GLOUCESTER","MONROE TOWNSHIP (GLOUCESTER)","WILLIAMSTOWN MIDDLE SCH  ",71.2,64.2
"913",15,3280,110,2014,"GLOUCESTER","MONROE TOWNSHIP (GLOUCESTER)","WILLIAMSTOWN MIDDLE SCH  ",76.5,64.6
"914",15,4020,50,2012,"GLOUCESTER","PAULSBORO","PAULSBORO HIGH           ",40.5,42
"915",15,4020,50,2013,"GLOUCESTER","PAULSBORO","PAULSBORO HIGH           ",40,39.5
"916",15,4020,50,2014,"GLOUCESTER","PAULSBORO","PAULSBORO HIGH           ",45,34.7
"917",15,4020,70,2012,"GLOUCESTER","PAULSBORO","LOUDENSLAGER             ",61,40
"918",15,4020,70,2013,"GLOUCESTER","PAULSBORO","LOUDENSLAGER             ",62.6,34
"919",15,4020,70,2014,"GLOUCESTER","PAULSBORO","LOUDENSLAGER             ",55,68.7
"920",15,4140,75,2012,"GLOUCESTER","PITMAN","PITMAN MIDDLE SCHOOL     ",80.7,77
"921",15,4140,75,2013,"GLOUCESTER","PITMAN","PITMAN MIDDLE SCHOOL     ",80.6,75.7
"922",15,4140,75,2014,"GLOUCESTER","PITMAN","PITMAN MIDDLE SCHOOL     ",76.7,59
"923",15,4940,60,2012,"GLOUCESTER","DELSEA REGIONAL","DELSEA REGIONAL MIDDLE   ",80,79
"924",15,4940,60,2013,"GLOUCESTER","DELSEA REGIONAL","DELSEA REGIONAL MIDDLE   ",70,78.5
"925",15,4940,60,2014,"GLOUCESTER","DELSEA REGIONAL","DELSEA REGIONAL MIDDLE   ",78.5,76
"926",15,5500,20,2012,"GLOUCESTER","WASHINGTON TOWNSHIP","BUNKER HILL MIDDLE SCH   ",78,80.3
"927",15,5500,20,2013,"GLOUCESTER","WASHINGTON TOWNSHIP","BUNKER HILL MIDDLE SCH   ",77,81
